DEPP;CODCOMP;COMP;Commune pôle;DEP;CODCOM;COM;Commune;PMUN;PCAP;PTOT
48;034;48034;La Canourgue;48;035;48035;La Capelle;97;6;103
48;038;48038;Bel-Air-Val-d'Ance;48;038;48038;Chambon-le-Château;295;4;299
48;027;48027;Mont Lozère et Goulet;48;040;48040;Chasseradès;147;1;148
48;009;48009;Peyre en Aubrac;48;047;48047;La Chaze-de-Peyre;322;5;327
48;099;48099;Bourgs sur Colagne;48;049;48049;Chirac;1137;18;1155
48;127;48127;Monts-de-Randon;48;057;48057;Estables;151;2;153
48;009;48009;Peyre en Aubrac;48;060;48060;Fau-de-Peyre;176;1;177
48;105;48105;Naussac-Fontanes;48;062;48062;Fontanes;163;7;170
48;116;48116;Pont de Montvert - Sud Mont Lozère;48;066;48066;Fraissinet-de-Lozère;189;8;197
48;009;48009;Peyre en Aubrac;48;076;48076;Javols;327;60;387
48;126;48126;Lachamp-Ribennes;48;078;48078;Lachamp;187;5;192
48;139;48139;Saint Bonnet-Laval;48;084;48084;Laval-Atger;149;2;151
48;087;48087;Prinsuéjols-Malbouzon;48;087;48087;Malbouzon;116;4;120
48;027;48027;Mont Lozère et Goulet;48;093;48093;Mas-d'Orcières;107;0;107
48;094;48094;Massegros Causses Gorges;48;094;48094;Le Massegros;401;12;413
48;099;48099;Bourgs sur Colagne;48;099;48099;Le Monastier-Pin-Moriès;941;28;969
48;146;48146;Gorges du Tarn Causses;48;101;48101;Montbrun;80;3;83
48;034;48034;La Canourgue;48;102;48102;Montjézieu;124;6;130
48;105;48105;Naussac-Fontanes;48;105;48105;Naussac;208;8;216
48;116;48116;Pont de Montvert - Sud Mont Lozère;48;116;48116;Le Pont-de-Montvert;300;8;308
48;087;48087;Prinsuéjols-Malbouzon;48;120;48120;Prinsuéjols;139;5;144
48;146;48146;Gorges du Tarn Causses;48;122;48122;Quézac;322;8;330
48;094;48094;Massegros Causses Gorges;48;125;48125;Le Recoux;128;6;134
48;126;48126;Lachamp-Ribennes;48;126;48126;Ribennes;182;6;188
48;127;48127;Monts-de-Randon;48;127;48127;Rieutort-de-Randon;743;15;758
48;127;48127;Monts-de-Randon;48;133;48133;Saint-Amans;173;3;176
48;152;48152;Ventalon en Cévennes;48;134;48134;Saint-Andéol-de-Clerguemort;91;2;93
48;139;48139;Saint Bonnet-Laval;48;139;48139;Saint-Bonnet-de-Montauroux;107;0;107
48;009;48009;Peyre en Aubrac;48;142;48142;Sainte-Colombe-de-Peyre;199;4;203
48;146;48146;Gorges du Tarn Causses;48;146;48146;Sainte-Enimie;499;22;521
48;152;48152;Ventalon en Cévennes;48;152;48152;Saint-Frézal-de-Ventalon;169;3;172
48;094;48094;Massegros Causses Gorges;48;154;48154;Saint-Georges-de-Lévéjac;262;5;267
48;166;48166;Cans et Cévennes;48;162;48162;Saint-Julien-d'Arpaon;94;2;96
48;027;48027;Mont Lozère et Goulet;48;164;48164;Saint-Julien-du-Tournel;113;0;113
48;166;48166;Cans et Cévennes;48;166;48166;Saint-Laurent-de-Trèves;195;11;206
48;116;48116;Pont de Montvert - Sud Mont Lozère;48;172;48172;Saint-Maurice-de-Ventalon;56;2;58
48;094;48094;Massegros Causses Gorges;48;180;48180;Saint-Rome-de-Dolan;65;3;68
48;009;48009;Peyre en Aubrac;48;183;48183;Saint-Sauveur-de-Peyre;247;7;254
48;038;48038;Bel-Air-Val-d'Ance;48;184;48184;Saint-Symphorien;252;3;255
48;127;48127;Monts-de-Randon;48;189;48189;Servières;135;3;138
48;094;48094;Massegros Causses Gorges;48;195;48195;Les Vignes;80;1;81
48;039;48039;Chanac;48;196;48196;Le Villard;82;3;85
48;127;48127;Monts-de-Randon;48;197;48197;La Villedieu;34;0;34
49;050;49050;Brissac Loire Aubance;49;001;49001;Les Alleuds;961;25;986
49;003;49003;Tuffalun;49;003;49003;Ambillou-Château;929;19;948
49;307;49307;Loire-Authion;49;004;49004;Andard;2945;103;3048
49;176;49176;Le Lion-d'Angers;49;005;49005;Andigné;436;6;442
49;023;49023;Beaupréau-en-Mauges;49;006;49006;Andrezé;1969;60;2029
49;228;49228;Noyant-Villages;49;013;49013;Auverse;444;10;454
49;331;49331;Segré-en-Anjou Bleu;49;014;49014;Aviré;505;23;528
49;328;49328;Saumur;49;016;49016;Bagneux;4346;149;4495
49;018;49018;Baugé-en-Anjou;49;018;49018;Baugé;3662;76;3738
49;307;49307;Loire-Authion;49;019;49019;Bauné;1789;63;1852
49;021;49021;Beaufort-en-Anjou;49;021;49021;Beaufort-en-Vallée;6537;96;6633
49;023;49023;Beaupréau-en-Mauges;49;023;49023;Beaupréau;7585;230;7815
49;244;49244;Mauges-sur-Loire;49;024;49024;Beausse;407;11;418
49;163;49163;Jarzé Villages;49;025;49025;Beauvau;308;4;312
49;029;49029;Blaison-Saint-Sulpice;49;029;49029;Blaison-Gohier;1100;24;1124
49;018;49018;Baugé-en-Anjou;49;031;49031;Bocé;643;13;656
49;307;49307;Loire-Authion;49;032;49032;La Bohalle;1209;42;1251
49;218;49218;Montrevault-sur-Èvre;49;033;49033;La Boissière-sur-Èvre;443;8;451
49;244;49244;Mauges-sur-Loire;49;034;49034;Botz-en-Mauges;802;22;824
49;331;49331;Segré-en-Anjou Bleu;49;037;49037;Le Bourg-d'Iré;837;38;875
49;244;49244;Mauges-sur-Loire;49;039;49039;Bourgneuf-en-Mauges;676;18;694
49;069;49069;Orée d'Anjou;49;040;49040;Bouzillé;1595;30;1625
49;307;49307;Loire-Authion;49;042;49042;Brain-sur-l'Authion;3448;121;3569
49;367;49367;Erdre-en-Anjou;49;043;49043;Brain-sur-Longuenée;949;13;962
49;228;49228;Noyant-Villages;49;044;49044;Breil;239;3;242
49;060;49060;Bellevigne-les-Châteaux;49;046;49046;Brézé;1227;29;1256
49;125;49125;Doué-en-Anjou;49;047;49047;Brigné;452;10;462
49;138;49138;Les Bois d'Anjou;49;049;49049;Brion;1160;20;1180
49;050;49050;Brissac Loire Aubance;49;050;49050;Brissac-Quincé;3108;78;3186
49;080;49080;Les Hauts-d'Anjou;49;051;49051;Brissarthe;617;7;624
49;228;49228;Noyant-Villages;49;052;49052;Broc;301;4;305
49;373;49373;Lys-Haut-Layon;49;059;49059;Les Cerqueux-sous-Passavant;492;9;501
49;060;49060;Bellevigne-les-Châteaux;49;060;49060;Chacé;1394;32;1426
49;228;49228;Noyant-Villages;49;062;49062;Chalonnes-sous-le-Lude;130;5;135
49;080;49080;Les Hauts-d'Anjou;49;065;49065;Champigné;2275;75;2350
49;345;49345;Bellevigne-en-Layon;49;066;49066;Champ-sur-Layon;928;13;941
49;067;49067;Chenillé-Champteussé;49;067;49067;Champteussé-sur-Baconne;206;4;210
49;069;49069;Orée d'Anjou;49;069;49069;Champtoceaux;2743;51;2794
49;092;49092;Chemillé-en-Anjou;49;071;49071;Chanzeaux;1097;32;1129
49;023;49023;Beaupréau-en-Mauges;49;072;49072;La Chapelle-du-Genêt;1167;35;1202
49;248;49248;Ombrée d'Anjou;49;073;49073;La Chapelle-Hullin;130;3;133
49;092;49092;Chemillé-en-Anjou;49;074;49074;La Chapelle-Rousselin;833;24;857
49;244;49244;Mauges-sur-Loire;49;075;49075;La Chapelle-Saint-Florent;1484;40;1524
49;331;49331;Segré-en-Anjou Bleu;49;077;49077;La Chapelle-sur-Oudon;716;32;748
49;050;49050;Brissac Loire Aubance;49;078;49078;Charcé-Saint-Ellier-sur-Aubance;763;20;783
49;018;49018;Baugé-en-Anjou;49;079;49079;Chartrené;51;1;52
49;080;49080;Les Hauts-d'Anjou;49;080;49080;Châteauneuf-sur-Sarthe;3069;27;3096
49;331;49331;Segré-en-Anjou Bleu;49;081;49081;Châtelais;689;31;720
49;218;49218;Montrevault-sur-Èvre;49;083;49083;Chaudron-en-Mauges;1433;27;1460
49;163;49163;Jarzé Villages;49;084;49084;Chaumont-d'Anjou;309;6;315
49;218;49218;Montrevault-sur-Èvre;49;085;49085;La Chaussaire;788;15;803
49;086;49086;Terranjou;49;086;49086;Chavagnes;1278;26;1304
49;228;49228;Noyant-Villages;49;087;49087;Chavaignes;92;1;93
49;248;49248;Ombrée d'Anjou;49;088;49088;Chazé-Henry;763;7;770
49;050;49050;Brissac Loire Aubance;49;091;49091;Chemellier;797;20;817
49;092;49092;Chemillé-en-Anjou;49;092;49092;Chemillé;7467;218;7685
49;220;49220;Morannes sur Sarthe-Daumeray;49;093;49093;Chemiré-sur-Sarthe;266;6;272
49;261;49261;Gennes-Val-de-Loire;49;094;49094;Chênehutte-Trèves-Cunault;974;25;999
49;067;49067;Chenillé-Champteussé;49;095;49095;Chenillé-Changé;135;2;137
49;080;49080;Les Hauts-d'Anjou;49;096;49096;Cherré;554;7;561
49;018;49018;Baugé-en-Anjou;49;097;49097;Cheviré-le-Rouge;850;17;867
49;228;49228;Noyant-Villages;49;098;49098;Chigné;297;7;304
49;018;49018;Baugé-en-Anjou;49;101;49101;Clefs;1051;21;1072
49;248;49248;Ombrée d'Anjou;49;103;49103;Combrée;2740;51;2791
49;125;49125;Doué-en-Anjou;49;104;49104;Concourson-sur-Layon;581;12;593
49;080;49080;Les Hauts-d'Anjou;49;105;49105;Contigné;773;10;783
49;307;49307;Loire-Authion;49;106;49106;Corné;3261;114;3375
49;183;49183;Val d'Erdre-Auxence;49;108;49108;La Cornuaille;962;18;980
49;092;49092;Chemillé-en-Anjou;49;111;49111;Cossé-d'Anjou;414;12;426
49;050;49050;Brissac Loire Aubance;49;115;49115;Coutures;531;14;545
49;018;49018;Baugé-en-Anjou;49;116;49116;Cuon;568;12;580
49;307;49307;Loire-Authion;49;117;49117;La Daguenière;1286;45;1331
49;328;49328;Saumur;49;118;49118;Dampierre-sur-Loire;310;11;321
49;220;49220;Morannes sur Sarthe-Daumeray;49;119;49119;Daumeray;1507;18;1525
49;228;49228;Noyant-Villages;49;122;49122;Dénezé-sous-le-Lude;258;4;262
49;125;49125;Doué-en-Anjou;49;125;49125;Doué-la-Fontaine;7819;167;7986
49;069;49069;Orée d'Anjou;49;126;49126;Drain;2123;40;2163
49;018;49018;Baugé-en-Anjou;49;128;49128;Échemiré;594;12;606
49;345;49345;Bellevigne-en-Layon;49;133;49133;Faveraye-Mâchelles;684;15;699
49;345;49345;Bellevigne-en-Layon;49;134;49134;Faye-d'Anjou;1561;32;1593
49;331;49331;Segré-en-Anjou Bleu;49;136;49136;La Ferrière-de-Flée;358;16;374
49;218;49218;Montrevault-sur-Èvre;49;137;49137;Le Fief-Sauvin;1706;32;1738
49;138;49138;Les Bois d'Anjou;49;138;49138;Fontaine-Guérin;934;28;962
49;194;49194;Mazé-Milon;49;139;49139;Fontaine-Milon;584;13;597
49;125;49125;Doué-en-Anjou;49;141;49141;Forges;366;8;374
49;373;49373;Lys-Haut-Layon;49;142;49142;La Fosse-de-Tigné;235;2;237
49;018;49018;Baugé-en-Anjou;49;143;49143;Fougeré;803;16;819
49;218;49218;Montrevault-sur-Èvre;49;145;49145;Le Fuilet;1865;36;1901
49;021;49021;Beaufort-en-Anjou;49;147;49147;Gée;457;56;513
49;367;49367;Erdre-en-Anjou;49;148;49148;Gené;497;8;505
49;261;49261;Gennes-Val-de-Loire;49;149;49149;Gennes;2359;39;2398
49;228;49228;Noyant-Villages;49;150;49150;Genneteil;304;5;309
49;023;49023;Beaupréau-en-Mauges;49;151;49151;Gesté;2739;83;2822
49;092;49092;Chemillé-en-Anjou;49;153;49153;Valanjou;2190;64;2254
49;261;49261;Gennes-Val-de-Loire;49;154;49154;Grézillé;613;11;624
49;248;49248;Ombrée d'Anjou;49;156;49156;Grugé-l'Hôpital;300;2;302
49;018;49018;Baugé-en-Anjou;49;157;49157;Le Guédeniau;360;7;367
49;331;49331;Segré-en-Anjou Bleu;49;158;49158;L'Hôtellerie-de-Flée;558;25;583
49;174;49174;Huillé-Lézigné;49;159;49159;Huillé;530;10;540
49;023;49023;Beaupréau-en-Mauges;49;162;49162;Jallais;3513;106;3619
49;163;49163;Jarzé Villages;49;163;49163;Jarzé;1880;21;1901
49;023;49023;Beaupréau-en-Mauges;49;165;49165;La Jubaudière;1267;38;1305
49;167;49167;Les Garennes sur Loire;49;167;49167;Juigné-sur-Loire;2775;52;2827
49;180;49180;Longué-Jumelles;49;168;49168;Jumelles;1090;17;1107
49;092;49092;Chemillé-en-Anjou;49;169;49169;La Jumellière;1397;41;1438
49;069;49069;Orée d'Anjou;49;172;49172;Landemont;1939;36;1975
49;228;49228;Noyant-Villages;49;173;49173;Lasse;268;5;273
49;174;49174;Huillé-Lézigné;49;174;49174;Lézigné;781;13;794
49;228;49228;Noyant-Villages;49;175;49175;Linières-Bouton;89;3;92
49;069;49069;Orée d'Anjou;49;177;49177;Liré;2518;47;2565
49;301;49301;Sèvremoine;49;179;49179;Le Longeron;2126;51;2177
49;003;49003;Tuffalun;49;181;49181;Louerre;464;12;476
49;183;49183;Val d'Erdre-Auxence;49;183;49183;Le Louroux-Béconnais;3296;54;3350
49;331;49331;Segré-en-Anjou Bleu;49;184;49184;Louvaines;461;21;482
49;163;49163;Jarzé Villages;49;185;49185;Lué-en-Baugeois;288;9;297
49;050;49050;Brissac Loire Aubance;49;186;49186;Luigné;295;8;303
49;331;49331;Segré-en-Anjou Bleu;49;187;49187;Marans;533;24;557
49;080;49080;Les Hauts-d'Anjou;49;189;49189;Marigné;700;16;716
49;244;49244;Mauges-sur-Loire;49;190;49190;Le Marillais;1111;30;1141
49;086;49086;Terranjou;49;191;49191;Martigné-Briand;1883;35;1918
49;194;49194;Mazé-Milon;49;194;49194;Mazé;5231;78;5309
49;200;49200;Longuenée-en-Anjou;49;196;49196;La Meignanne;2274;103;2377
49;228;49228;Noyant-Villages;49;197;49197;Meigné-le-Vicomte;300;4;304
49;125;49125;Doué-en-Anjou;49;198;49198;Meigné;329;7;336
49;092;49092;Chemillé-en-Anjou;49;199;49199;Melay;1588;46;1634
49;200;49200;Longuenée-en-Anjou;49;200;49200;La Membrolle-sur-Longuenée;2039;27;2066
49;228;49228;Noyant-Villages;49;202;49202;Méon;233;4;237
49;244;49244;Mauges-sur-Loire;49;204;49204;Le Mesnil-en-Vallée;1428;38;1466
49;301;49301;Sèvremoine;49;206;49206;Montfaucon-Montigné;2390;57;2447
49;125;49125;Doué-en-Anjou;49;207;49207;Montfort;99;2;101
49;331;49331;Segré-en-Anjou Bleu;49;208;49208;Montguillon;212;10;222
49;244;49244;Mauges-sur-Loire;49;212;49212;Montjean-sur-Loire;3239;87;3326
49;018;49018;Baugé-en-Anjou;49;213;49213;Montpollin;276;6;282
49;218;49218;Montrevault-sur-Èvre;49;218;49218;Montrevault;1162;23;1185
49;092;49092;Chemillé-en-Anjou;49;225;49225;Neuvy-en-Mauges;865;25;890
49;248;49248;Ombrée d'Anjou;49;226;49226;Noëllet;476;7;483
49;086;49086;Terranjou;49;227;49227;Notre-Dame-d'Allençon;757;7;764
49;228;49228;Noyant-Villages;49;228;49228;Noyant;1754;50;1804
49;331;49331;Segré-en-Anjou Bleu;49;229;49229;Noyant-la-Gravoyère;1867;84;1951
49;003;49003;Tuffalun;49;230;49230;Noyant-la-Plaine;350;5;355
49;373;49373;Lys-Haut-Layon;49;232;49232;Nueil-sur-Layon;1307;19;1326
49;331;49331;Segré-en-Anjou Bleu;49;233;49233;Nyoiseau;1180;53;1233
49;228;49228;Noyant-Villages;49;234;49234;Parçay-les-Pins;792;8;800
49;323;49323;Verrières-en-Anjou;49;238;49238;Pellouailles-les-Vignes;2530;45;2575
49;023;49023;Beaupréau-en-Mauges;49;239;49239;Le Pin-en-Mauges;1363;41;1404
49;200;49200;Longuenée-en-Anjou;49;242;49242;Le Plessis-Macé;1300;27;1327
49;023;49023;Beaupréau-en-Mauges;49;243;49243;La Poitevinière;1110;34;1144
49;244;49244;Mauges-sur-Loire;49;244;49244;La Pommeraye;3945;106;4051
49;018;49018;Baugé-en-Anjou;49;245;49245;Pontigné;226;5;231
49;248;49248;Ombrée d'Anjou;49;248;49248;Pouancé;3149;111;3260
49;367;49367;Erdre-en-Anjou;49;249;49249;La Pouëze;2008;27;2035
49;248;49248;Ombrée d'Anjou;49;250;49250;La Prévière;231;5;236
49;200;49200;Longuenée-en-Anjou;49;251;49251;Pruillé;721;15;736
49;218;49218;Montrevault-sur-Èvre;49;252;49252;Le Puiset-Doré;1221;23;1244
49;080;49080;Les Hauts-d'Anjou;49;254;49254;Querré;363;4;367
49;345;49345;Bellevigne-en-Layon;49;256;49256;Rablay-sur-Layon;735;20;755
49;301;49301;Sèvremoine;49;258;49258;La Renaudière;1041;25;1066
49;261;49261;Gennes-Val-de-Loire;49;261;49261;Les Rosiers-sur-Loire;2327;42;2369
49;301;49301;Sèvremoine;49;263;49263;Roussay;1257;30;1287
49;301;49301;Sèvremoine;49;264;49264;Saint-André-de-la-Marche;2922;69;2991
49;292;49292;Val-du-Layon;49;265;49265;Saint-Aubin-de-Luigné;1276;23;1299
49;092;49092;Chemillé-en-Anjou;49;268;49268;Sainte-Christine;769;22;791
49;069;49069;Orée d'Anjou;49;270;49270;Saint-Christophe-la-Couperie;803;15;818
49;301;49301;Sèvremoine;49;273;49273;Saint-Crespin-sur-Moine;1598;38;1636
49;060;49060;Bellevigne-les-Châteaux;49;274;49274;Saint-Cyr-en-Bourg;842;17;859
49;244;49244;Mauges-sur-Loire;49;276;49276;Saint-Florent-le-Vieil;2923;79;3002
49;331;49331;Segré-en-Anjou Bleu;49;277;49277;Sainte-Gemmes-d'Andigné;1440;65;1505
49;261;49261;Gennes-Val-de-Loire;49;279;49279;Saint-Georges-des-Sept-Voies;657;9;666
49;138;49138;Les Bois d'Anjou;49;280;49280;Saint-Georges-du-Bois;449;6;455
49;092;49092;Chemillé-en-Anjou;49;281;49281;Saint-Georges-des-Gardes;1648;48;1696
49;125;49125;Doué-en-Anjou;49;282;49282;Saint-Georges-sur-Layon;721;15;736
49;301;49301;Sèvremoine;49;285;49285;Saint-Germain-sur-Moine;3047;72;3119
49;373;49373;Lys-Haut-Layon;49;286;49286;Saint-Hilaire-du-Bois;1346;43;1389
49;328;49328;Saumur;49;287;49287;Saint-Hilaire-Saint-Florent;4130;141;4271
49;298;49298;Saint-Léger-de-Linières;49;289;49289;Saint-Jean-de-Linières;1802;37;1839
49;167;49167;Les Garennes sur Loire;49;290;49290;Saint-Jean-des-Mauvrets;1856;57;1913
49;292;49292;Val-du-Layon;49;292;49292;Saint-Lambert-du-Lattay;2188;25;2213
49;328;49328;Saumur;49;293;49293;Saint-Lambert-des-Levées;3260;112;3372
49;244;49244;Mauges-sur-Loire;49;295;49295;Saint-Laurent-de-la-Plaine;1577;42;1619
49;069;49069;Orée d'Anjou;49;296;49296;Saint-Laurent-des-Autels;2214;41;2255
49;244;49244;Mauges-sur-Loire;49;297;49297;Saint-Laurent-du-Mottay;739;20;759
49;298;49298;Saint-Léger-de-Linières;49;298;49298;Saint-Léger-des-Bois;2002;30;2032
49;092;49092;Chemillé-en-Anjou;49;300;49300;Saint-Lézin;743;22;765
49;301;49301;Sèvremoine;49;301;49301;Saint-Macaire-en-Mauges;7227;171;7398
49;018;49018;Baugé-en-Anjou;49;303;49303;Saint-Martin-d'Arcé;799;16;815
49;261;49261;Gennes-Val-de-Loire;49;304;49304;Saint-Martin-de-la-Place;1126;18;1144
49;331;49331;Segré-en-Anjou Bleu;49;305;49305;Saint-Martin-du-Bois;1002;45;1047
49;307;49307;Loire-Authion;49;307;49307;Saint-Mathurin-sur-Loire;2478;88;2566
49;248;49248;Ombrée d'Anjou;49;309;49309;Saint-Michel-et-Chanveaux;382;6;388
49;023;49023;Beaupréau-en-Mauges;49;312;49312;Saint-Philbert-en-Mauges;390;12;402
49;218;49218;Montrevault-sur-Èvre;49;313;49313;Saint-Pierre-Montlimart;3397;65;3462
49;218;49218;Montrevault-sur-Èvre;49;314;49314;Saint-Quentin-en-Mauges;1054;20;1074
49;018;49018;Baugé-en-Anjou;49;315;49315;Saint-Quentin-lès-Beaurepaire;311;6;317
49;218;49218;Montrevault-sur-Èvre;49;316;49316;Saint-Rémy-en-Mauges;1383;26;1409
49;050;49050;Brissac Loire Aubance;49;317;49317;Saint-Rémy-la-Varenne;930;24;954
49;050;49050;Brissac Loire Aubance;49;318;49318;Saint-Saturnin-sur-Loire;1349;35;1384
49;331;49331;Segré-en-Anjou Bleu;49;319;49319;Saint-Sauveur-de-Flée;314;14;328
49;069;49069;Orée d'Anjou;49;320;49320;Saint-Sauveur-de-Landemont;993;18;1011
49;029;49029;Blaison-Saint-Sulpice;49;322;49322;Saint-Sulpice;202;5;207
49;323;49323;Verrières-en-Anjou;49;323;49323;Saint-Sylvain-d'Anjou;5245;252;5497
49;218;49218;Montrevault-sur-Èvre;49;324;49324;La Salle-et-Chapelle-Aubry;1303;25;1328
49;092;49092;Chemillé-en-Anjou;49;325;49325;La Salle-de-Vihiers;934;27;961
49;050;49050;Brissac Loire Aubance;49;327;49327;Saulgé-l'Hôpital;609;16;625
49;331;49331;Segré-en-Anjou Bleu;49;331;49331;Segré;7027;316;7343
49;080;49080;Les Hauts-d'Anjou;49;335;49335;Sœurdres;376;8;384
49;377;49377;Rives-du-Loir-en-Anjou;49;337;49337;Soucelles;2686;50;2736
49;373;49373;Lys-Haut-Layon;49;342;49342;Tancoigné;311;7;318
49;345;49345;Bellevigne-en-Layon;49;345;49345;Thouarcé;1918;40;1958
49;261;49261;Gennes-Val-de-Loire;49;346;49346;Le Thoureil;408;19;427
49;373;49373;Lys-Haut-Layon;49;348;49348;Tigné;722;17;739
49;301;49301;Sèvremoine;49;349;49349;Tillières;1919;46;1965
49;301;49301;Sèvremoine;49;350;49350;Torfou;2279;54;2333
49;092;49092;Chemillé-en-Anjou;49;351;49351;La Tourlandry;1441;42;1483
49;248;49248;Ombrée d'Anjou;49;354;49354;Le Tremblay;412;4;416
49;373;49373;Lys-Haut-Layon;49;356;49356;Trémont;355;8;363
49;069;49069;Orée d'Anjou;49;360;49360;La Varenne;1781;33;1814
49;050;49050;Brissac Loire Aubance;49;363;49363;Vauchrétien;1552;40;1592
49;125;49125;Doué-en-Anjou;49;365;49365;Les Verchers-sur-Layon;861;18;879
49;248;49248;Ombrée d'Anjou;49;366;49366;Vergonnes;276;3;279
49;367;49367;Erdre-en-Anjou;49;367;49367;Vern-d'Anjou;2326;31;2357
49;018;49018;Baugé-en-Anjou;49;372;49372;Le Vieil-Baugé;1265;26;1291
49;373;49373;Lys-Haut-Layon;49;373;49373;Vihiers;2292;46;2338
49;023;49023;Beaupréau-en-Mauges;49;375;49375;Villedieu-la-Blouère;2536;77;2613
49;183;49183;Val d'Erdre-Auxence;49;376;49376;Villemoisan;688;8;696
49;377;49377;Rives-du-Loir-en-Anjou;49;377;49377;Villevêque;2955;51;3006
49;373;49373;Lys-Haut-Layon;49;379;49379;Le Voide;664;17;681
49;018;49018;Baugé-en-Anjou;49;380;49380;Vaulandry;298;6;304
49;160;49160;Ingrandes-Le Fresne sur Loire;49;382;49382;Le Fresne-sur-Loire;991;23;1014
50;041;50041;La Hague;50;001;50001;Acqueville;636;17;653
50;550;50550;Saint-Sauveur-Villages;50;007;50007;Ancteville;223;1;224
50;565;50565;Sartilly-Baie-Bocage;50;009;50009;Angey;288;7;295
50;099;50099;Carentan-les-Marais;50;010;50010;Angoville-au-Plain;110;2;112
50;215;50215;Gouville-sur-Mer;50;014;50014;Anneville-sur-Mer;245;8;253
50;272;50272;Tourneville-sur-Mer;50;015;50015;Annoville;639;12;651
50;487;50487;Saint-James;50;018;50018;Argouges;499;1;500
50;041;50041;La Hague;50;020;50020;Auderville;219;6;225
50;236;50236;La Haye;50;035;50035;Baudreville;75;1;76
50;260;50260;Juvigny les Vallées;50;037;50037;La Bazoge;141;7;148
50;041;50041;La Hague;50;041;50041;Beaumont-Hague;1410;40;1450
50;260;50260;Juvigny les Vallées;50;043;50043;Bellefontaine;139;5;144
50;188;50188;Folligny;50;047;50047;La Beslière;160;5;165
50;523;50523;Sainte-Mère-Église;50;051;50051;Beuzeville-au-Plain;41;0;41
50;256;50256;Isigny-le-Buat;50;053;50053;Les Biards;418;9;427
50;359;50359;Mortain-Bocage;50;056;50056;Bion;375;14;389
50;041;50041;La Hague;50;057;50057;Biville;493;13;506
50;215;50215;Gouville-sur-Mer;50;061;50061;Boisroger;231;4;235
50;236;50236;La Haye;50;063;50063;Bolleville;360;7;367
50;041;50041;La Hague;50;073;50073;Branville-Hague;171;4;175
50;601;50601;Torigny-les-Villes;50;075;50075;Brectouville;154;3;157
50;099;50099;Carentan-les-Marais;50;080;50080;Brévands;305;6;311
50;082;50082;Bricquebec-en-Cotentin;50;082;50082;Bricquebec;4121;60;4181
50;099;50099;Carentan-les-Marais;50;089;50089;Brucheville;130;3;133
50;090;50090;Buais-Les-Monts;50;090;50090;Buais;490;7;497
50;095;50095;Canisy;50;095;50095;Canisy;1029;24;1053
50;099;50099;Carentan-les-Marais;50;099;50099;Carentan;6024;85;6109
50;487;50487;Saint-James;50;100;50100;Carnet;492;9;501
50;523;50523;Sainte-Mère-Église;50;103;50103;Carquebut;303;3;306
50;099;50099;Carentan-les-Marais;50;107;50107;Catz;106;1;107
50;256;50256;Isigny-le-Buat;50;113;50113;Chalandrey;300;4;304
50;565;50565;Sartilly-Baie-Bocage;50;116;50116;Champcey;236;5;241
50;431;50431;Remilly Les Marais;50;119;50119;Les Champs-de-Losque;196;2;198
50;239;50239;Thèreval;50;123;50123;La Chapelle-en-Juger;650;23;673
50;260;50260;Juvigny les Vallées;50;125;50125;Chasseguey;82;2;84
50;523;50523;Sainte-Mère-Église;50;127;50127;Chef-du-Pont;635;6;641
50;393;50393;Percy-en-Normandie;50;128;50128;Le Chefresne;257;4;261
50;129;50129;Cherbourg-en-Cotentin;50;129;50129;Cherbourg-Octeville;34948;994;35942
50;260;50260;Juvigny les Vallées;50;131;50131;Chérencé-le-Roussel;275;9;284
50;168;50168;Ducey-Les Chéris;50;132;50132;Les Chéris;258;8;266
50;391;50391;Grandparigny;50;133;50133;Chèvreville;196;9;205
50;363;50363;Moyon Villages;50;134;50134;Chevry;106;0;106
50;273;50273;Montsenelle;50;136;50136;Coigny;167;6;173
50;419;50419;Quettreville-sur-Sienne;50;140;50140;Contrières;372;9;381
50;487;50487;Saint-James;50;154;50154;La Croix-Avranchin;435;12;447
50;412;50412;Port-Bail-sur-Mer;50;160;50160;Denneville;555;14;569
50;041;50041;La Hague;50;163;50163;Digulleville;246;6;252
50;168;50168;Ducey-Les Chéris;50;168;50168;Ducey;2570;53;2623
50;523;50523;Sainte-Mère-Église;50;170;50170;Écoquenéauville;97;4;101
50;041;50041;La Hague;50;171;50171;Éculleville;47;1;48
50;129;50129;Cherbourg-en-Cotentin;50;173;50173;Équeurdreville-Hainneville;15898;452;16350
50;591;50591;Le Teilleul;50;179;50179;Ferrières;47;0;47
50;041;50041;La Hague;50;187;50187;Flottemanville-Hague;986;26;1012
50;436;50436;Romagny Fontenay;50;189;50189;Fontenay;306;8;314
50;523;50523;Sainte-Mère-Église;50;191;50191;Foucarville;116;3;119
50;197;50197;Gavray-sur-Sienne;50;197;50197;Gavray;1426;19;1445
50;601;50601;Torigny-les-Villes;50;202;50202;Giéville;693;6;699
50;129;50129;Cherbourg-en-Cotentin;50;203;50203;La Glacerie;5923;168;6091
50;236;50236;La Haye;50;204;50204;Glatigny;141;5;146
50;546;50546;Bourgvallées;50;213;50213;Gourfaleur;460;14;474
50;215;50215;Gouville-sur-Mer;50;215;50215;Gouville-sur-Mer;2146;52;2198
50;041;50041;La Hague;50;220;50220;Gréville-Hague;660;17;677
50;419;50419;Quettreville-sur-Sienne;50;223;50223;Guéhébert;137;1;138
